Customer_ID,Date,Usage_kWh,Peak_Demand_kWh,Total_Charge,Energy_Type
CUST000002,2024-07-02,372.95,118.51,140.84,"10% renewable, 89% non-renewable"
CUST000002,2024-08-01,195.22,62.29,80.26,"17% renewable, 82% non-renewable"
CUST000002,2024-09-01,391.11,111.12,147.4,"12% renewable, 87% non-renewable"
CUST000002,2024-10-02,483.47,146.47,179.75,"14% renewable, 85% non-renewable"
CUST000002,2024-11-01,374.55,127.36,143.24,"22% renewable, 77% non-renewable"
CUST000002,2024-12-02,461.74,156.4,174.22,"25% renewable, 74% non-renewable"
CUST000002,2025-01-01,372.98,99.27,143.49,"27% renewable, 72% non-renewable"
CUST000002,2025-02-01,451.65,137.7,179.54,"74% renewable, 25% non-renewable"
CUST000002,2025-03-04,316.6,101.7,122.01,"14% renewable, 85% non-renewable"
CUST000002,2025-04-01,528.14,166.77,196.58,"21% renewable, 78% non-renewable"
CUST000002,2025-05-02,286.08,79.11,111.47,"14% renewable, 85% non-renewable"
CUST000002,2025-06-01,341.81,112.62,137.62,"65% renewable, 34% non-renewable"
CUST000002,2025-07-02,327.42,88.25,127.03,"24% renewable, 75% non-renewable"
CUST000002,2025-08-01,288.91,98.66,112.74,"17% renewable, 82% non-renewable"
CUST000002,2025-09-01,420.56,123.15,170.35,"88% renewable, 11% non-renewable"
CUST000002,2025-10-02,322.98,86.22,125.04,"21% renewable, 78% non-renewable"
CUST000002,2025-11-01,434.34,133.34,162.25,"11% renewable, 88% non-renewable"
CUST000002,2025-12-02,645.8,206.46,251.48,"75% renewable, 24% non-renewable"
CUST000002,2026-01-01,374.92,124.07,143.9,"26% renewable, 73% non-renewable"
CUST000003,2024-01-06,680.14,217.78,265.46,"79% renewable, 20% non-renewable"
CUST000003,2024-02-01,1078.85,310.23,398.6,"44% renewable, 55% non-renewable"
CUST000003,2024-03-03,345.72,96.34,139.66,"69% renewable, 30% non-renewable"
CUST000003,2024-04-01,325.16,108.04,125.29,"17% renewable, 82% non-renewable"
CUST000003,2024-05-02,386.19,120.6,145.61,"11% renewable, 88% non-renewable"
CUST000003,2024-06-01,193.8,58.93,80.16,"22% renewable, 77% non-renewable"
CUST000003,2024-07-02,177.42,52.14,73.64,"11% renewable, 88% non-renewable"
CUST000003,2024-08-01,281.39,93.87,110.86,"23% renewable, 76% non-renewable"
CUST000003,2024-09-01,254.72,77.67,101.58,"24% renewable, 75% non-renewable"
CUST000003,2024-10-02,351.63,121.48,135.53,"24% renewable, 75% non-renewable"
CUST000003,2024-11-01,729.95,208.47,268.03,"25% renewable, 74% non-renewable"
CUST000003,2024-12-02,515.84,131.33,190.12,"10% renewable, 89% non-renewable"
CUST000003,2025-01-01,541.76,162.07,200.92,"19% renewable, 80% non-renewable"
CUST000003,2025-02-01,558.38,161.85,207.33,"22% renewable, 77% non-renewable"
CUST000003,2025-03-04,349.32,104.91,135.06,"27% renewable, 72% non-renewable"
CUST000003,2025-04-01,379.75,97.62,145.09,"22% renewable, 77% non-renewable"
CUST000003,2025-05-02,428.41,123.73,162.08,"22% renewable, 77% non-renewable"
CUST000003,2025-06-01,271.37,93.39,106.69,"17% renewable, 82% non-renewable"
CUST000003,2025-07-02,257.99,86.29,101.3,"10% renewable, 89% non-renewable"
CUST000003,2025-08-01,273.92,71.72,108.26,"23% renewable, 76% non-renewable"
CUST000003,2025-09-01,507.91,141.3,195.12,"48% renewable, 51% non-renewable"
CUST000003,2025-10-02,455.38,158.95,178.37,"60% renewable, 39% non-renewable"
CUST000003,2025-11-01,712.02,239.12,259.88,"18% renewable, 81% non-renewable"
CUST000003,2025-12-02,538.14,140.08,213.79,"85% renewable, 14% non-renewable"
CUST000003,2026-01-01,705.69,203.89,255.32,"10% renewable, 89% non-renewable"
CUST000004,2024-10-16,381.29,107.5,155.49,"87% renewable, 12% non-renewable"
CUST000004,2024-11-01,571.37,159.6,210.56,"16% renewable, 83% non-renewable"
CUST000004,2024-12-02,678.32,223.27,264.69,"79% renewable, 20% non-renewable"
CUST000004,2025-01-01,468.45,137.8,176.97,"27% renewable, 72% non-renewable"
CUST000004,2025-02-01,385.17,101.8,155.49,"78% renewable, 21% non-renewable"
CUST000004,2025-03-04,304.97,78.46,119.41,"26% renewable, 73% non-renewable"
CUST000004,2025-04-01,385.1,99.54,157.2,"89% renewable, 10% non-renewable"
CUST000004,2025-05-02,305.74,106.58,119.52,"25% renewable, 74% non-renewable"
CUST000004,2025-06-01,182.15,59.69,75.97,"21% renewable, 78% non-renewable"
CUST000004,2025-07-02,303.4,76.19,123.35,"63% renewable, 36% non-renewable"
CUST000004,2025-08-01,223.84,58.59,95.09,"72% renewable, 27% non-renewable"
CUST000004,2025-09-01,452.19,125.97,171.2,"27% renewable, 72% non-renewable"
CUST000004,2025-10-02,530.75,133.33,199.2,"29% renewable, 70% non-renewable"
CUST000004,2025-11-01,495.67,171.96,194.14,"66% renewable, 33% non-renewable"
CUST000004,2025-12-02,588.85,173.98,229.52,"71% renewable, 28% non-renewable"
CUST000004,2026-01-01,525.42,181.29,196.99,"27% renewable, 72% non-renewable"
CUST000005,2024-01-06,569.1,158.06,217.24,"49% renewable, 50% non-renewable"
CUST000005,2024-02-01,277.94,96.57,116.93,"89% renewable, 10% non-renewable"
CUST000005,2024-03-03,356.49,100.16,145.21,"80% renewable, 19% non-renewable"
CUST000005,2024-04-01,355.66,122.7,136.91,"24% renewable, 75% non-renewable"
CUST000005,2024-05-02,427.26,146.67,172.0,"83% renewable, 16% non-renewable"
CUST000005,2024-06-01,406.25,125.7,153.49,"17% renewable, 82% non-renewable"
CUST000005,2024-07-02,333.32,111.27,128.41,"19% renewable, 80% non-renewable"
CUST000005,2024-08-01,177.24,58.72,74.89,"29% renewable, 70% non-renewable"
CUST000005,2024-09-01,369.91,120.92,142.54,"28% renewable, 71% non-renewable"
CUST000005,2024-10-02,319.17,110.24,123.84,"22% renewable, 77% non-renewable"
CUST000005,2024-11-01,580.35,180.96,223.26,"57% renewable, 42% non-renewable"
CUST000005,2024-12-02,616.8,186.28,228.88,"27% renewable, 72% non-renewable"
CUST000005,2025-01-01,468.76,158.28,175.27,"18% renewable, 81% non-renewable"
CUST000005,2025-02-01,620.39,163.56,233.54,"40% renewable, 59% non-renewable"
CUST000005,2025-03-04,493.1,142.62,183.85,"18% renewable, 81% non-renewable"
CUST000005,2025-04-01,384.33,111.32,146.62,"22% renewable, 77% non-renewable"
CUST000005,2025-05-02,516.03,136.6,193.84,"28% renewable, 71% non-renewable"
CUST000005,2025-06-01,204.06,61.07,86.49,"56% renewable, 43% non-renewable"
CUST000005,2025-07-02,291.8,75.16,113.18,"12% renewable, 87% non-renewable"
CUST000005,2025-08-01,276.05,93.77,108.51,"19% renewable, 80% non-renewable"
CUST000005,2025-09-01,296.06,79.71,114.44,"10% renewable, 89% non-renewable"
CUST000005,2025-10-02,294.79,77.25,114.99,"19% renewable, 80% non-renewable"
CUST000005,2025-11-01,396.6,119.12,151.12,"23% renewable, 76% non-renewable"
CUST000005,2025-12-02,560.23,143.48,206.46,"15% renewable, 84% non-renewable"
CUST000005,2026-01-01,654.37,175.67,248.2,"50% renewable, 49% non-renewable"
CUST000006,2024-05-15,360.4,106.77,138.63,"24% renewable, 75% non-renewable"
CUST000006,2024-06-01,119.86,38.51,57.32,"84% renewable, 15% non-renewable"
CUST000006,2024-07-02,420.85,127.63,158.09,"14% renewable, 85% non-renewable"
CUST000006,2024-08-01,330.51,83.29,127.05,"16% renewable, 83% non-renewable"
CUST000006,2024-09-01,332.84,102.97,135.51,"73% renewable, 26% non-renewable"
CUST000006,2024-10-02,311.23,80.51,120.9,"20% renewable, 79% non-renewable"
CUST000006,2024-11-01,651.29,181.3,238.43,"17% renewable, 82% non-renewable"
CUST000006,2024-12-02,642.6,183.53,253.95,"89% renewable, 10% non-renewable"
CUST000006,2025-01-01,308.12,84.61,118.89,"13% renewable, 86% non-renewable"
CUST000006,2025-02-01,522.99,139.81,196.16,"27% renewable, 72% non-renewable"
CUST000006,2025-03-04,419.58,109.6,158.17,"17% renewable, 82% non-renewable"
CUST000006,2025-04-01,368.57,122.26,145.61,"52% renewable, 47% non-renewable"
CUST000006,2025-05-02,464.83,142.78,180.58,"53% renewable, 46% non-renewable"
CUST000006,2025-06-01,241.43,68.17,100.5,"61% renewable, 38% non-renewable"
CUST000006,2025-07-02,171.11,47.72,75.4,"69% renewable, 30% non-renewable"
CUST000006,2025-08-01,262.9,79.73,106.37,"42% renewable, 57% non-renewable"
CUST000006,2025-09-01,317.42,89.59,123.75,"26% renewable, 73% non-renewable"
CUST000006,2025-10-02,349.77,114.03,134.49,"21% renewable, 78% non-renewable"
CUST000006,2025-11-01,263.58,87.79,111.42,"88% renewable, 11% non-renewable"
CUST000006,2025-12-02,413.59,142.21,155.38,"13% renewable, 86% non-renewable"
CUST000006,2026-01-01,604.52,159.58,237.33,"79% renewable, 20% non-renewable"
CUST000007,2024-01-06,442.05,117.77,167.45,"26% renewable, 73% non-renewable"
CUST000007,2024-02-01,591.44,171.07,219.82,"26% renewable, 73% non-renewable"
CUST000007,2024-03-03,536.53,158.96,198.36,"16% renewable, 83% non-renewable"
CUST000007,2024-04-01,397.09,114.52,150.82,"20% renewable, 79% non-renewable"
CUST000007,2024-05-02,575.94,150.72,214.96,"28% renewable, 71% non-renewable"
CUST000007,2024-06-01,187.79,58.59,77.9,"20% renewable, 79% non-renewable"
CUST000007,2024-07-02,446.26,118.33,167.13,"16% renewable, 83% non-renewable"
CUST000007,2024-08-01,296.83,96.84,116.69,"27% renewable, 72% non-renewable"
CUST000007,2024-09-01,324.97,84.84,126.49,"26% renewable, 73% non-renewable"
CUST000007,2024-10-02,355.57,97.04,136.87,"24% renewable, 75% non-renewable"
CUST000007,2024-11-01,472.11,150.79,176.96,"20% renewable, 79% non-renewable"
CUST000007,2024-12-02,439.24,135.43,165.01,"18% renewable, 81% non-renewable"
CUST000007,2025-01-01,428.08,113.59,161.77,"21% renewable, 78% non-renewable"
CUST000007,2025-02-01,750.26,257.5,273.98,"21% renewable, 78% non-renewable"
CUST000007,2025-03-04,444.44,142.54,165.93,"13% renewable, 86% non-renewable"
CUST000007,2025-04-01,558.01,191.64,208.59,"28% renewable, 71% non-renewable"
CUST000007,2025-05-02,453.54,158.05,171.56,"26% renewable, 73% non-renewable"
CUST000007,2025-06-01,304.47,77.79,118.06,"16% renewable, 83% non-renewable"
CUST000007,2025-07-02,366.24,103.77,139.65,"17% renewable, 82% non-renewable"
CUST000007,2025-08-01,320.87,103.88,124.04,"19% renewable, 80% non-renewable"
CUST000007,2025-09-01,367.93,97.17,144.78,"48% renewable, 51% non-renewable"
CUST000007,2025-10-02,169.95,52.36,75.15,"71% renewable, 28% non-renewable"
CUST000007,2025-11-01,466.75,125.0,187.64,"88% renewable, 11% non-renewable"
CUST000007,2025-12-02,486.87,146.17,191.62,"69% renewable, 30% non-renewable"
CUST000007,2026-01-01,373.87,101.32,143.8,"27% renewable, 72% non-renewable"
CUST000008,2024-02-02,402.42,123.33,151.14,"11% renewable, 88% non-renewable"
CUST000008,2024-03-03,353.58,106.94,141.49,"62% renewable, 37% non-renewable"
CUST000008,2024-04-01,428.14,143.93,163.02,"28% renewable, 71% non-renewable"
CUST000008,2024-05-02,199.43,62.7,85.13,"60% renewable, 39% non-renewable"
CUST000008,2024-06-01,280.99,76.74,116.31,"73% renewable, 26% non-renewable"
CUST000008,2024-07-02,289.5,95.53,116.59,"48% renewable, 51% non-renewable"
CUST000008,2024-08-01,178.86,57.63,79.24,"82% renewable, 17% non-renewable"
CUST000008,2024-09-01,460.8,145.98,171.77,"14% renewable, 85% non-renewable"
CUST000008,2024-10-02,362.72,98.22,141.82,"41% renewable, 58% non-renewable"
CUST000008,2024-11-01,462.01,134.97,174.73,"27% renewable, 72% non-renewable"
CUST000008,2024-12-02,433.66,134.01,169.21,"53% renewable, 46% non-renewable"
CUST000008,2025-01-01,678.54,207.09,248.28,"18% renewable, 81% non-renewable"
CUST000008,2025-02-01,570.96,192.33,211.14,"19% renewable, 80% non-renewable"
CUST000008,2025-03-04,428.3,125.29,165.17,"41% renewable, 58% non-renewable"
CUST000008,2025-04-01,400.0,105.57,152.77,"26% renewable, 73% non-renewable"
CUST000008,2025-05-02,266.76,71.27,104.85,"15% renewable, 84% non-renewable"
CUST000008,2025-06-01,288.36,90.87,113.61,"26% renewable, 73% non-renewable"
CUST000008,2025-07-02,190.15,50.14,83.62,"85% renewable, 14% non-renewable"
CUST000008,2025-08-01,335.68,89.81,130.43,"28% renewable, 71% non-renewable"
CUST000008,2025-09-01,448.46,135.39,166.94,"10% renewable, 89% non-renewable"
CUST000008,2025-10-02,403.42,110.75,159.26,"59% renewable, 40% non-renewable"
CUST000008,2025-11-01,414.58,133.46,156.1,"15% renewable, 84% non-renewable"
CUST000008,2025-12-02,494.69,159.91,183.53,"14% renewable, 85% non-renewable"
CUST000008,2026-01-01,685.95,212.31,248.75,"11% renewable, 88% non-renewable"
CUST000009,2024-01-06,838.27,218.5,312.19,"43% renewable, 56% non-renewable"
CUST000009,2024-02-01,569.93,181.72,210.54,"18% renewable, 81% non-renewable"
CUST000009,2024-03-03,485.73,134.65,181.89,"21% renewable, 78% non-renewable"
CUST000009,2024-04-01,303.08,103.57,121.23,"46% renewable, 53% non-renewable"
CUST000009,2024-05-02,360.16,121.48,138.51,"24% renewable, 75% non-renewable"
CUST000009,2024-06-01,385.4,123.03,147.7,"26% renewable, 73% non-renewable"
CUST000009,2024-07-02,289.96,99.86,112.34,"10% renewable, 89% non-renewable"
CUST000009,2024-08-01,223.0,59.78,90.22,"21% renewable, 78% non-renewable"
CUST000009,2024-09-01,348.66,120.09,139.93,"63% renewable, 36% non-renewable"
CUST000009,2024-10-02,537.61,151.56,201.0,"26% renewable, 73% non-renewable"
CUST000009,2024-11-01,467.1,120.37,175.78,"23% renewable, 76% non-renewable"
CUST000009,2024-12-02,484.35,124.25,187.98,"55% renewable, 44% non-renewable"
CUST000009,2025-01-01,686.01,232.28,265.17,"70% renewable, 29% non-renewable"
CUST000009,2025-02-01,467.51,157.55,179.13,"41% renewable, 58% non-renewable"
CUST000009,2025-03-04,448.35,156.83,175.26,"57% renewable, 42% non-renewable"
CUST000009,2025-04-01,486.15,144.87,191.67,"71% renewable, 28% non-renewable"
CUST000009,2025-05-02,359.58,98.48,136.51,"12% renewable, 87% non-renewable"
CUST000009,2025-06-01,354.38,99.1,140.32,"51% renewable, 48% non-renewable"
CUST000009,2025-07-02,293.41,79.76,115.66,"28% renewable, 71% non-renewable"
CUST000009,2025-08-01,315.76,92.12,123.34,"27% renewable, 72% non-renewable"
CUST000009,2025-09-01,362.88,126.69,138.0,"14% renewable, 85% non-renewable"
CUST000009,2025-10-02,490.4,152.4,192.11,"65% renewable, 34% non-renewable"
CUST000009,2025-11-01,399.41,130.99,157.49,"57% renewable, 42% non-renewable"
CUST000009,2025-12-02,450.87,152.57,181.38,"86% renewable, 13% non-renewable"
CUST000009,2026-01-01,700.3,232.21,254.66,"14% renewable, 85% non-renewable"
CUST000011,2024-01-06,436.94,135.14,164.83,"21% renewable, 78% non-renewable"
CUST000011,2024-02-01,578.69,194.56,215.32,"26% renewable, 73% non-renewable"
CUST000011,2024-03-03,366.67,94.86,146.03,"60% renewable, 39% non-renewable"
CUST000011,2024-04-01,281.99,72.78,114.13,"51% renewable, 48% non-renewable"
CUST000011,2024-05-02,307.07,102.91,119.35,"19% renewable, 80% non-renewable"
CUST000011,2024-06-01,495.59,157.5,185.22,"21% renewable, 78% non-renewable"
CUST000011,2024-07-02,260.3,85.83,103.42,"23% renewable, 76% non-renewable"
CUST000011,2024-08-01,387.67,120.9,148.19,"25% renewable, 74% non-renewable"
CUST000011,2024-09-01,430.85,145.28,160.81,"10% renewable, 89% non-renewable"
CUST000011,2024-10-02,377.62,100.48,144.87,"26% renewable, 73% non-renewable"
CUST000011,2024-11-01,620.43,155.5,227.35,"15% renewable, 84% non-renewable"
CUST000011,2024-12-02,560.45,175.64,207.71,"20% renewable, 79% non-renewable"
CUST000011,2025-01-01,550.4,179.49,204.22,"20% renewable, 79% non-renewable"
CUST000011,2025-02-01,602.04,156.68,224.12,"28% renewable, 71% non-renewable"
CUST000011,2025-03-04,385.49,107.97,155.19,"75% renewable, 24% non-renewable"
CUST000011,2025-04-01,394.18,100.35,159.7,"83% renewable, 16% non-renewable"
CUST000011,2025-05-02,388.74,126.33,146.63,"12% renewable, 87% non-renewable"
CUST000011,2025-06-01,418.43,116.06,159.78,"29% renewable, 70% non-renewable"
CUST000011,2025-07-02,282.89,75.35,117.71,"79% renewable, 20% non-renewable"
CUST000011,2025-08-01,205.3,64.76,86.71,"53% renewable, 46% non-renewable"
CUST000011,2025-09-01,446.31,130.87,169.4,"28% renewable, 71% non-renewable"
CUST000011,2025-10-02,503.53,175.43,195.88,"60% renewable, 39% non-renewable"
CUST000011,2025-11-01,445.8,120.95,171.48,"41% renewable, 58% non-renewable"
CUST000011,2025-12-02,441.29,153.05,171.24,"49% renewable, 50% non-renewable"
CUST000011,2026-01-01,838.77,274.36,306.71,"26% renewable, 73% non-renewable"
CUST000012,2024-01-06,492.95,168.63,194.07,"70% renewable, 29% non-renewable"
CUST000012,2024-02-01,760.87,199.14,275.0,"12% renewable, 87% non-renewable"
CUST000012,2024-03-03,310.75,79.68,120.84,"21% renewable, 78% non-renewable"
CUST000012,2024-04-01,541.59,152.21,200.78,"19% renewable, 80% non-renewable"
CUST000012,2024-05-02,339.26,108.39,139.11,"83% renewable, 16% non-renewable"
CUST000012,2024-06-01,142.63,42.51,61.69,"12% renewable, 87% non-renewable"
CUST000012,2024-07-02,322.21,98.58,123.36,"10% renewable, 89% non-renewable"
CUST000012,2024-08-01,210.7,54.53,88.99,"57% renewable, 42% non-renewable"
CUST000012,2024-09-01,317.68,104.85,122.29,"14% renewable, 85% non-renewable"
CUST000012,2024-10-02,313.05,98.19,121.96,"24% renewable, 75% non-renewable"
CUST000012,2024-11-01,630.0,202.49,233.26,"26% renewable, 73% non-renewable"
CUST000012,2024-12-02,470.99,121.52,177.89,"27% renewable, 72% non-renewable"
CUST000012,2025-01-01,704.62,213.25,273.65,"76% renewable, 23% non-renewable"
CUST000012,2025-02-01,446.14,122.56,172.75,"47% renewable, 52% non-renewable"
CUST000012,2025-03-04,376.89,101.09,144.53,"25% renewable, 74% non-renewable"
CUST000012,2025-04-01,431.96,131.98,172.49,"75% renewable, 24% non-renewable"
CUST000012,2025-05-02,380.16,97.78,143.37,"10% renewable, 89% non-renewable"
CUST000012,2025-06-01,276.97,93.29,109.39,"24% renewable, 75% non-renewable"
CUST000012,2025-07-02,245.69,85.69,97.1,"10% renewable, 89% non-renewable"
CUST000012,2025-08-01,456.45,134.13,181.62,"76% renewable, 23% non-renewable"
CUST000012,2025-09-01,500.56,139.0,187.07,"21% renewable, 78% non-renewable"
CUST000012,2025-10-02,386.7,120.76,147.48,"22% renewable, 77% non-renewable"
CUST000012,2025-11-01,543.59,145.67,200.53,"14% renewable, 85% non-renewable"
CUST000012,2025-12-02,634.74,212.92,233.35,"19% renewable, 80% non-renewable"
CUST000012,2026-01-01,596.77,170.63,220.62,"21% renewable, 78% non-renewable"
CUST000013,2024-01-06,435.51,151.1,163.22,"15% renewable, 84% non-renewable"
CUST000013,2024-02-01,395.08,137.09,149.84,"19% renewable, 80% non-renewable"
CUST000013,2024-03-03,418.65,111.77,158.26,"20% renewable, 79% non-renewable"
CUST000013,2024-04-01,438.14,136.57,174.67,"75% renewable, 24% non-renewable"
CUST000013,2024-05-02,301.92,76.59,118.14,"24% renewable, 75% non-renewable"
CUST000013,2024-06-01,329.63,101.7,128.18,"27% renewable, 72% non-renewable"
CUST000013,2024-07-02,355.36,98.43,139.41,"42% renewable, 57% non-renewable"
CUST000013,2024-08-01,266.21,78.59,112.24,"86% renewable, 13% non-renewable"
CUST000013,2024-09-01,376.82,95.77,142.57,"12% renewable, 87% non-renewable"
CUST000013,2024-10-02,458.23,136.96,172.58,"23% renewable, 76% non-renewable"
CUST000013,2024-11-01,466.62,131.02,185.19,"75% renewable, 24% non-renewable"
CUST000013,2024-12-02,649.36,206.02,249.44,"62% renewable, 37% non-renewable"
CUST000013,2025-01-01,439.58,140.34,176.36,"81% renewable, 18% non-renewable"
CUST000013,2025-02-01,572.66,192.92,222.9,"68% renewable, 31% non-renewable"
CUST000013,2025-03-04,412.39,131.53,156.59,"23% renewable, 76% non-renewable"
CUST000013,2025-04-01,442.23,115.27,166.96,"23% renewable, 76% non-renewable"
CUST000013,2025-05-02,288.45,100.3,112.66,"18% renewable, 81% non-renewable"
CUST000013,2025-06-01,341.03,115.22,130.92,"18% renewable, 81% non-renewable"
CUST000013,2025-07-02,314.8,104.13,129.37,"78% renewable, 21% non-renewable"
CUST000013,2025-08-01,286.25,87.15,110.98,"10% renewable, 89% non-renewable"
CUST000013,2025-09-01,469.71,136.04,176.69,"23% renewable, 76% non-renewable"
CUST000013,2025-10-02,281.42,76.75,113.1,"43% renewable, 56% non-renewable"
CUST000013,2025-11-01,312.08,97.35,121.01,"19% renewable, 80% non-renewable"
CUST000013,2025-12-02,657.92,166.17,240.62,"16% renewable, 83% non-renewable"
CUST000013,2026-01-01,475.41,146.44,178.07,"20% renewable, 79% non-renewable"
CUST000014,2024-01-06,808.23,279.28,290.65,"10% renewable, 89% non-renewable"
CUST000014,2024-02-01,494.37,155.6,197.38,"84% renewable, 15% non-renewable"
CUST000014,2024-03-03,393.59,112.24,153.42,"45% renewable, 54% non-renewable"
CUST000014,2024-04-01,360.43,100.38,143.03,"55% renewable, 44% non-renewable"
CUST000014,2024-05-02,394.64,126.92,149.12,"15% renewable, 84% non-renewable"
CUST000014,2024-06-01,346.14,92.8,133.46,"23% renewable, 76% non-renewable"
CUST000014,2024-07-02,300.98,92.32,121.19,"52% renewable, 47% non-renewable"
CUST000014,2024-08-01,246.35,81.44,98.33,"21% renewable, 78% non-renewable"
CUST000014,2024-09-01,436.47,144.87,165.73,"27% renewable, 72% non-renewable"
CUST000014,2024-10-02,313.15,97.42,121.25,"18% renewable, 81% non-renewable"
CUST000014,2024-11-01,414.37,137.68,156.45,"18% renewable, 81% non-renewable"
CUST000014,2024-12-02,447.53,139.8,168.07,"19% renewable, 80% non-renewable"
CUST000014,2025-01-01,466.93,126.85,173.48,"11% renewable, 88% non-renewable"
CUST000014,2025-02-01,503.52,156.45,197.26,"67% renewable, 32% non-renewable"
CUST000014,2025-03-04,344.61,120.19,131.42,"12% renewable, 87% non-renewable"
CUST000014,2025-04-01,276.25,80.89,109.12,"24% renewable, 75% non-renewable"
CUST000014,2025-05-02,379.36,98.09,154.34,"84% renewable, 15% non-renewable"
CUST000014,2025-06-01,345.03,94.08,132.17,"17% renewable, 82% non-renewable"
CUST000014,2025-07-02,269.2,73.59,111.24,"67% renewable, 32% non-renewable"
CUST000014,2025-08-01,290.24,88.03,113.1,"16% renewable, 83% non-renewable"
CUST000014,2025-09-01,547.13,167.3,203.91,"24% renewable, 75% non-renewable"
CUST000014,2025-10-02,258.47,79.15,103.39,"29% renewable, 70% non-renewable"
CUST000014,2025-11-01,550.67,142.99,203.91,"19% renewable, 80% non-renewable"
CUST000014,2025-12-02,457.08,144.66,182.49,"79% renewable, 20% non-renewable"
CUST000014,2026-01-01,522.65,158.88,195.81,"26% renewable, 73% non-renewable"
CUST000015,2024-01-06,521.72,135.08,206.11,"77% renewable, 22% non-renewable"
CUST000015,2024-02-01,634.21,160.85,242.12,"55% renewable, 44% non-renewable"
CUST000015,2024-03-03,346.41,89.64,134.26,"28% renewable, 71% non-renewable"
CUST000015,2024-04-01,226.72,70.3,91.43,"20% renewable, 79% non-renewable"
CUST000015,2024-05-02,459.18,160.35,173.59,"27% renewable, 72% non-renewable"
CUST000015,2024-06-01,311.88,105.04,121.8,"26% renewable, 73% non-renewable"
CUST000015,2024-07-02,308.46,79.61,119.61,"18% renewable, 81% non-renewable"
CUST000015,2024-08-01,343.52,107.9,132.93,"26% renewable, 73% non-renewable"
CUST000015,2024-09-01,311.11,106.49,120.73,"19% renewable, 80% non-renewable"
CUST000015,2024-10-02,470.39,136.35,174.87,"12% renewable, 87% non-renewable"
CUST000015,2024-11-01,531.18,134.17,195.8,"12% renewable, 87% non-renewable"
CUST000015,2024-12-02,623.07,175.2,229.36,"20% renewable, 79% non-renewable"
CUST000015,2025-01-01,545.58,171.36,209.08,"50% renewable, 49% non-renewable"
CUST000015,2025-02-01,583.47,191.42,215.36,"19% renewable, 80% non-renewable"
CUST000015,2025-03-04,490.74,125.52,184.04,"23% renewable, 76% non-renewable"
CUST000015,2025-04-01,315.78,95.03,123.65,"29% renewable, 70% non-renewable"
CUST000015,2025-05-02,389.37,109.27,148.39,"22% renewable, 77% non-renewable"
CUST000015,2025-06-01,126.19,37.22,57.91,"49% renewable, 50% non-renewable"
CUST000015,2025-07-02,334.55,111.32,129.55,"24% renewable, 75% non-renewable"
CUST000015,2025-08-01,206.1,67.19,83.62,"12% renewable, 87% non-renewable"
